Filename;FSC;SSC;CFSE;SLAM;Flt3;CD16/32;CTV;CD127;CD48;SCA-1;ckit;new_value_CV_VC;Time;Condition;Color;Generation;Culture_time
export_H1 bulk ckit+ SC2_CF0.csv.19;114049,6641;97888,78906;21575,15625;115,36985;102,274696;620,723999;95,666603;171,003067;574,909363;28,257132;564,686035;4,465178;22,495192;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.20;99598,20313;68902,09375;29153,17578;24,219181;385,347412;945,874084;73,70015;174,434982;583,22699;80,52597;317,747162;4,477509;22,501041;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.21;92954,51563;55236,58203;22845,68359;-6,876531;1144,07959;89,348648;50,716331;195,853561;440,825104;284,124603;365,234009;4,287861;25,205648;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.22;148035,125;124883,5313;28056,44531;102,676575;253,173569;252,502777;95,40258;77,96656;803,364441;564,600769;808,108154;4,544994;25,380657;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.23;133121,6406;104123,8984;24271,39258;2836,62793;129,512024;6,395953;94,029022;341,977997;1253,374756;-16,737188;450,05365;4,496037;28,243395;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.24;108289,0469;72272,76563;19202,66797;33,673363;121,45871;1697,79834;53,99099;194,079865;384,503479;686,425659;557,456543;4,25373;28,271402;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.25;94495,38281;69256,32031;26475,4375;64,076515;182,003159;479,862;67,489609;90,550278;701,431213;44,823277;627,304749;4,420888;29,491795;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.26;127157,1719;108094,4375;26810,73633;860,778809;324,312561;96,498116;78,910248;35,24382;68,937172;1647,260986;487,571259;4,472763;31,345228;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.27;102890,625;85149,53906;21859,97461;95,415184;414,155243;313,562592;81,456787;145,47847;930,842163;54,529015;635,724487;4,419826;31,43964;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.28;116302,7188;85646,15625;26196,07813;933,602112;130,543152;1054,712891;83,933319;186,319839;500,477539;15,235547;375,870728;4,484592;32,528137;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.29;94386,78906;65026,78906;18502,6543;113,203209;219,163742;795,016663;83,144051;87,199966;668,59967;2,022246;534,76532;4,374916;33,438911;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.30;102863,5859;60971,72266;23400,60352;119,152214;34,851082;19,135609;46,48671;101,90818;83,946648;454,854034;307,766235;4,268489;33,532242;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.31;185646,6875;156560,2188;29945,89258;86,016159;131,550201;6862,067383;130,133621;441,837372;433,162292;-52,16198;516,238525;4,660347;34,212063;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.32;143665,4844;142175,2344;34257,05078;330,730896;113,998169;491,929779;90,995796;-27,179852;317,201111;55,706711;273,036072;4,59179;34,370613;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.33;142776,4375;97696,86719;23967,66602;104,708443;190,534363;513,997864;68,763481;131,263275;527,53363;52,036522;371,914551;4,396071;34,469784;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.34;96049,35156;54434,40625;20003,03711;38,055229;1206,01709;164,050217;49,149574;103,998062;546,947693;198,287201;522,264465;4,237419;35,622349;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.35;95461,83594;59693,25781;29541,13281;60,280785;112,834152;1376,231567;72,996292;40,67593;423,595642;114,438538;542,756104;4,478622;35,698811;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.36;105849,6484;58376,57422;19453,06445;76,224579;263,62323;113,749168;60,667141;90,32505;266,443085;19,364986;599,398376;4,293511;36,043999;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.37;103400,5;78142,53906;30451,44336;2490,37207;168,085052;124,914192;88,200653;79,623253;25,191677;4213,407715;762,744629;4,546046;36,188957;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.38;120509;72315,67188;24560,22461;578,095154;74,123024;346,192352;87,782745;25,664764;484,596985;57,040573;221,181335;4,478561;36,286663;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.39;129332,0703;127236,1172;30085,08203;40,650757;343,802734;381,147827;142,623734;193,294144;847,830872;89,502266;1107,7771;4,689916;36,74704;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.40;116033,25;91980,67188;22082,08008;25,158314;275,191315;299,768829;79,061546;107,00631;270,29837;23,527143;369,97171;4,413764;39,417728;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.41;112595,2969;78231,75781;23667,94141;631,989868;103,38266;173,156708;78,490364;104,6408;544,011047;459,221771;687,480164;4,432836;39,43042;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.42;133289,9531;112956,2578;18996,72852;113,814621;133,730423;5364,335938;128,039154;412,34259;571,640442;1,121624;312,154816;4,515599;39,596455;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.43;125219,6797;89368,08594;25818,875;97,721779;695,556641;733,020264;74,857765;59,624672;773,569397;317,421173;285,482147;4,444996;39,622047;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.44;127389,875;86544,02344;22262,78516;164,955414;800,283447;822,513855;87,370018;131,174759;683,114075;799,816223;235,464249;4,446953;42,390663;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.45;90325,98438;56417,02344;63626,03906;553,115234;115,496689;-155,007126;41,403038;57,708794;53,977402;202,13826;299,739197;4,540097;42,754204;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.46;136834,2031;131561,7188;25853,12891;131,986679;127,150169;1835,395508;97,548897;111,915085;429,26236;49,285378;601,04895;4,526711;43,887882;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.47;92138,54688;60805,32422;20099,73828;23,445454;132,916061;321,263885;69,530045;48,197006;607,85022;168,39093;371,87616;4,345428;44,445374;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.48;150727,625;108296,2891;44178,625;724,829956;64,952911;679,694519;118,085548;276,972778;1068,307983;149,774689;686,035156;4,749926;45,593193;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.49;131772,7656;130018,5547;25405,34961;91,908318;76,687523;1981,230469;79,043159;206,662567;695,907227;47,844227;684,338196;4,456745;46,128864;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.50;114172,3125;111973,9141;27308,76367;84,015419;680,845886;295,241669;82,043304;120,812157;356,549286;174,025696;715,972412;4,490372;46,270859;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.51;103594,8516;74622,74219;22043,47266;48,01215;223,880066;3,955977;39,248814;163,87117;97,368118;432,391968;384,41272;4,198168;49,726269;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.52;127490,4766;95270,01563;22393,88867;-24,400656;147,473892;334,797058;82,08474;99,71505;589,793152;432,297791;803,072876;4,429594;50,372059;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.53;78317,61719;45791,51172;21500,76172;198,131042;891,755981;126,209396;62,115971;142,274933;393,277405;775,467529;304,50174;4,331494;53,453922;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.54;110921,2109;77027,78906;19715,00781;263,287903;127,099304;249,131287;87,636772;265,083069;1456,766113;42,639122;559,493958;4,410567;55,592823;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.55;133690,9531;80350,69531;22312,55469;44,909348;103,735275;527,212524;80,520035;179,375656;794,745422;61,304081;805,575623;4,422566;55,69133;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.56;108614,2656;72203,89844;19710,77344;206,855438;1598,428101;186,376022;85,37635;63,537334;541,141846;490,277832;443,605316;4,402476;56,336964;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.57;131013,0625;116313,9531;23259,09766;77,150925;192,378479;425,797302;78,628883;114,225113;470,093475;32,359184;765,01947;4,428026;56,579636;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.58;135036,9219;124744,9063;29044,75;259,675293;199,314209;69,887917;73,753029;70,559891;74,805878;839,424011;504,73288;4,476585;58,453964;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.59;153494,6563;117593,5703;42491,32422;1063,718994;83,582993;-129,560913;76,249268;173,267822;189,565063;35,222198;235,661423;4,603644;58,464222;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.60;116470,4453;77044,45313;25438,31641;724,300476;201,748199;158,559464;53,075939;25,239773;59,870914;1701,562012;283,226379;4,334837;58,482536;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.61;108180,9922;68623,125;20011,73242;133,280411;331,169434;195,407471;85,544472;129,219772;538,158386;173,868896;248,256973;4,407733;58,568111;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.62;121447,8828;90750,15625;29943,44922;52,908886;227,797821;295,019165;145,669296;116,249496;762,972778;196,317978;728,682434;4,694955;60,839748;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.63;148783;123957,5;24261,26758;96,716339;193,21698;121,878166;109,027519;308,999817;1577,596313;57,522655;961,352295;4,541358;61,687374;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.64;114954,75;86015,61719;20028,99414;374,93576;306,088562;103,065681;63,508221;40,192875;66,237839;1316,821411;577,220947;4,316525;62,765678;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.65;127227,8516;96389,70313;30358,08789;179,974991;210,714905;79,495361;71,696739;179,04306;534,544556;195,686844;402,742432;4,481483;63,58247;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.66;92067,40625;71792,10156;57945,38281;1677,513672;430,878326;12,943219;173,815994;290,981781;318,593018;3295,093262;1044,417847;4,951946;64,136948;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.67;145333,1406;98677,47656;27881,81445;67,35125;1199,141113;107,412521;99,733444;147,601517;245,972366;241,889404;456,158661;4,556711;64,41217;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.68;96711,75781;54471,01172;19384,65039;73,967865;82,356323;257,714172;27,637447;-13,734209;81,763977;155,171371;493,566498;4,050983;65,50827;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.69;159646,8125;98355,47656;24604,99219;440,023407;144,843796;198,001343;74,613853;91,174072;467,450897;53,706463;662,838074;4,429205;65,936195;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.70;77747,45313;64607,76953;18745,87109;287,207703;84,765182;-36,785118;28,660484;44,471172;38,785366;5,024035;497,628967;4,051856;68,572327;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.71;107683,25;86534,9375;26575,79492;113,478065;458,185669;690,851624;101,094246;115,55925;600,556519;56,488022;900,482178;4,54614;69,181999;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.72;142513,6563;103187,8125;25825,30469;74,693306;146,451126;539,353638;89,492836;165,900314;852,863953;297,766998;840,109985;4,49991;69,769012;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.73;105865,8281;68763,28906;29691,0332;157,364548;231,543854;163,51889;55,606075;-56,359447;80,867004;2115,92041;504,192566;4,396612;69,804565;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.74;179007,375;121886,2031;19100,58789;59,763767;95,053818;1257,621216;97,856544;223,544067;776,914673;26,204069;825,349731;4,434717;70,374283;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.75;105866,0859;64105,72656;24230,1543;83,264015;1025,817993;76,045113;60,497826;35,690868;194,320038;35,819862;157,649612;4,360088;71,657646;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.76;142519,4688;109771,0781;21813,86523;81,965317;148,010712;1017,396851;86,418884;186,431519;582,993164;193,447067;695,535889;4,437336;71,85128;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.77;138973,1875;101951,0469;21988,95313;153,384705;174,618759;6518,908203;102,579987;595,811401;537,646484;-26,720215;814,054443;4,492438;71,956337;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.78;85323,89844;63607,32031;23641,62891;30,501425;1004,679443;274,786713;150,187042;112,044777;415,738129;1363,021606;384,666931;4,631769;72,372978;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.79;171156,5781;112755,2734;27175,98242;237,017548;123,536934;-17,553108;77,425079;216,624786;102,078934;199,243607;662,886963;4,471084;72,699799;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.80;101613,3359;94450,50781;26343,3418;134,15773;409,038025;80,574318;65,708206;50,182114;173,515259;266,899506;300,94989;4,411138;73,686279;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.81;114356,7109;98093,17969;30887,7793;54,667652;514,913086;99,847961;80,849709;195,45488;629,385437;123,870865;751,565002;4,523691;74,029953;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.82;116449,2031;73633,125;22762,33789;186,229874;125,008881;88,322227;45,336235;118,243462;265,911621;62,74675;530,181702;4,252301;74,474487;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.83;110014,4375;89185,14844;29180,46875;131,953125;201,816254;2696,422119;121,14521;277,829773;396,611877;475,632782;876,496277;4,630417;77,653473;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.84;124008,3203;74346,64844;21198,0918;8,986237;176,917664;90,41256;56,13044;82,484024;424,854767;192,999725;538,344482;4,296024;78,825272;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.85;122377,0625;86783,96875;21025,32813;42,623653;213,176498;169,223694;85,224014;153,449112;780,141785;30,380518;695,349243;4,421754;79,37352;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.86;94177,58594;60195,71094;20106,48828;113,387062;225,8367;517,003418;65,209091;-28,594082;341,250946;141,004898;786,940186;4,325828;79,766266;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.87;84428,89844;48345,36719;22557,30859;123,460327;817,330139;132,704163;126,083214;188,141251;942,544861;328,105103;231,339035;4,563628;82,380661;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.88;120814,6641;102433,0469;18976,01367;43,621735;146,359756;343,195099;66,55761;121,306633;709,704712;130,747314;813,644409;4,314343;82,719589;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.89;129122,1719;71903,33594;30070,66602;4800,241211;77,383392;129,970795;82,439034;182,258972;19,428526;206,843887;286,460205;4,521436;83,425491;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.90;119345,8438;72081,99219;18866,33008;167,044693;151,43338;135,899048;61,371944;89,245293;171,341782;-7,160634;334,38736;4,287653;84,707626;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.91;127362,375;94893,82031;31254,28906;105,420937;722,334167;52,694466;133,818756;260,64093;486,751343;60,905922;640,272461;4,682055;84,73539;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.92;132159,375;82578,02344;31335,86523;143,638626;989,988892;469,200928;141,221664;192,692307;440,795563;617,198547;1071,153564;4,699391;85,008751;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.93;111403,9766;102313,3438;20821,4668;1255,603882;124,012207;115,367432;79,708908;190,604324;269,558502;-7,647727;442,321747;4,398217;86,134079;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.94;129697,25;101493,6563;26864,94141;1655,035767;114,723557;226,740494;74,751404;156,394791;510,746002;44,555244;456,255737;4,456756;86,701469;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.95;106540,9766;103564,3594;24132,55664;94,618179;524,406433;278,008148;64,79792;42,950897;250,70491;661,09967;242,724472;4,379936;89,299202;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.96;101269,6016;88717,03125;26126,76953;76,574348;95,291328;637,381226;72,002403;66,688713;245,720871;43,688313;381,340149;4,436694;89,488846;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.97;91075,71094;56876,69531;21464,80859;29,86997;443,69635;67,109207;37,093063;95,613708;166,259735;331,939545;376,188507;4,172651;89,60527;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.98;109397,2422;70964,67969;24488,5918;776,665833;61,38998;383,94043;48,183819;87,381348;373,321808;413,899384;465,765076;4,293457;90,354416;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.99;149350,1719;90266,85156;23202,24805;201,985535;125,067581;65,798073;110,348076;268,696198;783,05603;548,043884;883,593079;4,531349;90,417007;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.100;138517,5313;106905,0859;27335,66406;317,903687;100,729218;167,358093;72,838394;163,277573;651,14801;106,603836;734,621826;4,454129;91,755554;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.101;119826,1484;68439,54688;19911,41211;27,836414;257,029297;14,694555;78,680557;160,915787;314,371094;19,745789;588,138184;4,380505;91,844147;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.102;125836,5938;79847,0625;25796,98828;667,14502;121,951019;158,789291;50,160023;-14,319674;33,06321;1899,371216;379,762726;4,321785;93,011017;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.103;143747,5;102755,5547;30003,21289;241,499969;114,078842;-23,32741;94,15596;221,590042;103,813515;20,560154;571,539978;4,561557;93,302895;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.104;133802,9844;100124;22891,0625;86,206734;282,783813;298,944733;89,613007;76,776108;560,463074;48,308086;489,97229;4,463284;93,574867;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.105;162947,3438;106626,4063;37691,32031;773,701416;103,995888;15,512433;76,519295;135,868347;70,59198;116,539749;552,372253;4,567918;93,648048;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.106;87278,94531;69036,57031;29615,20703;773,514221;62,493034;27,7383;68,004898;145,741837;405,973633;52,750721;528,279053;4,45764;93,972557;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.107;155166,3125;124283,0078;26986,96875;153,15152;194,487015;7534,272461;162,218002;261,573395;366,539703;8,613212;508,624542;4,696075;94,162872;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.108;107654,6797;66227,32813;20156,04883;84,391098;653,126038;108,769966;87,311089;54,703159;358,604218;71,184402;427,387024;4,416218;94,264526;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.109;126976,7109;86377,57031;25664,88281;116,628799;288,033447;1026,920166;103,257339;283,367584;689,387451;143,384369;946,96521;4,541931;94,51693;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.110;134422,1406;82247,01563;25720,08594;64,596275;226,101303;215,282822;59,143143;225,997299;586,846558;18,301954;498,054108;4,371459;95,838676;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.111;116349,7969;67375,33594;27023,16992;741,570862;76,011475;-43,729794;58,94146;68,92878;39,630241;329,933105;485,198914;4,385587;96,119362;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.112;134186,6719;100319,7656;24380,93164;64,022316;369,931;153,532501;102,31942;112,61528;589,720459;301,421204;762,886597;4,523368;99,158302;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.113;108321,7344;99621,65625;20774,74414;2177,606934;80,447418;129,077759;65,963623;195,9104;255,044952;29,864868;245,738907;4,339401;99,486656;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.114;146656,5625;137827,7344;25557,93359;721,831604;85,656944;35,164497;100,638794;216,385422;660,649353;67,412277;354,937042;4,53276;99,890503;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.115;80753,40625;49124,48047;26886,83789;59,698307;723,986694;352,473419;40,206253;74,51017;366,39386;66,795555;736,742065;4,266564;99,978722;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.116;150938,9219;136283,2813;29245,03906;202,661896;158,839493;287,814178;88,517189;48,556301;255,80719;202,759628;374,729401;4,534732;101,797195;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.117;104618,3125;88452,63281;30898,93555;2014,977661;127,087601;72,700455;83,592484;68,191612;53,973816;3226,977051;588,549438;4,534047;101,913963;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.118;120658,5313;84645,375;27631,18555;120,227257;150,052811;749,901917;75,327339;202,842682;502,19635;23,693079;559,562439;4,46775;102,094101;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.119;143671,3125;125968,3516;29255,33789;95,708969;62,753601;5397,511719;101,44136;89,870033;369,047058;-49,871166;158,945068;4,576692;103,073135;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.120;100934,0625;78957,15625;28970,38672;1078,349487;88,226242;893,116394;57,875938;101,258705;501,238525;48,930073;564,712769;4,401352;103,074715;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.121;111147,1328;95011,32813;26056,85352;17,950758;395,940491;210,59906;97,365883;159,453766;585,436829;98,65625;820,820496;4,528544;104,330383;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.122;130881,5313;109901,7734;28803,96484;69,294449;167,78302;28,88451;98,814346;268,442413;1105,537598;182,01535;578,707458;4,563859;106,066116;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.123;121307,0078;98492,64063;28680,93945;234,155579;1509,745972;30,700069;97,228325;214,801697;228,531448;553,252014;637,770996;4,557576;106,412949;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.124;120057,0078;107796,4531;18196,28125;68,861961;158,322815;1093,444214;85,22039;201,847473;751,144348;31,529966;770,173889;4,377363;107,058067;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.125;104858,5938;79280,125;24007,74805;111,365173;139,227844;812,102295;70,075165;158,640182;241,217621;18,324692;271,04541;4,402387;107,920853;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.126;112451,5781;97563,92969;26211,82227;237,034256;109,896164;194,152512;87,754631;106,0998;1012,757324;447,452545;645,753662;4,498449;108,264236;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.127;99484;74215,39844;21764,39453;81,930298;469,174103;95,003777;84,380028;184,070404;450,545349;395,082031;931,811401;4,429307;110,047493;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.128;118630,7813;90126,23438;28324,8125;26,06942;738,170959;419,06897;131,824554;187,598877;682,594971;103,874352;416,617188;4,647221;110,335205;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.129;86380,53906;55619,8125;20107,63086;29,927395;592,779236;158,681534;72,934746;32,311806;163,067871;38,786781;407,177399;4,360229;110,874344;SC2;CF;0;24h
export_H1 bulk ckit+ SC2_CF0.csv.130;100469,0938;73002,08594;24129,1543;335,693726;854,108887;219,89682;74,529129;79,087944;135,932587;1502,651367;317,098602;4,42286;113,658386;SC2;CF;0;24h
